stop_id,stop_code,stop_name,tts_stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,level_id,platform_code
"MOBIITI:StopPlace:77426",,"Le Toulon",,,45.203552,0.696925,,,1,,,2,,
"MOBIITI:StopPlace:77313",,"Longueville",,,45.208866,0.726415,,,1,,,2,,
"MOBIITI:StopPlace:77434",,"Hangar Municipal",,,45.233883,0.616259,,,1,,,2,,
"MOBIITI:StopPlace:77314",,"Pôle Universitaire Grenadière",,,45.194477,0.720215,,,1,,,2,,
"MOBIITI:StopPlace:77435",,"Le Puy de Merlande",,,45.242821,0.637037,,,1,,,2,,
"MOBIITI:StopPlace:77311",,"Boisset",,,45.198345,0.720582,,,1,,,2,,
"MOBIITI:StopPlace:77432",,"Chapelle Gonaguet Ecole",,,45.231491,0.610013,,,1,,,2,,
"MOBIITI:StopPlace:77312",,"Barbe",,,45.202232,0.725275,,,1,,,2,,
"MOBIITI:StopPlace:77433",,"Croix de Biras",,,45.228527,0.619961,,,1,,,2,,
"MOBIITI:StopPlace:77430",,"Les Brunies",,,45.216351,0.634672,,,1,,,2,,
"MOBIITI:StopPlace:77310",,"Ludovic Trarieux",,,45.191521,0.713414,,,1,,,2,,
"MOBIITI:StopPlace:77431",,"Epicerie",,,45.229794,0.616363,,,1,,,2,,
"MOBIITI:StopPlace:77319",,"Halte Niversac",,,45.138115,0.808099,"",,1,,,1,,
"MOBIITI:StopPlace:77317",,"Ampère",,,45.192596,0.714520,,,1,,,2,,
"MOBIITI:StopPlace:77438",,"La Croix Bertrix",,,45.178280,0.738900,,,1,,,2,,
"MOBIITI:StopPlace:77439",,"Les Hauts de l'Agora",,,45.177910,0.756124,,,1,,,2,,
"MOBIITI:StopPlace:77318",,"Basse Faye",,,45.119160,0.798018,,,1,,,2,,
"MOBIITI:StopPlace:77315",,"Beaulieu",,,45.190643,0.717184,,,1,,,1,,
"MOBIITI:StopPlace:77436",,"Les Genets",,,45.218163,0.618047,,,1,,,2,,
"MOBIITI:StopPlace:77316",,"Blaise Pascal",,,45.192329,0.719129,,,1,,,2,,
"MOBIITI:StopPlace:77437",,"Les Jalajoux",,,45.243114,0.621209,,,1,,,2,,
"MOBIITI:StopPlace:77360",,"Fontaine des Privats",,,45.120716,0.656884,,,1,,,2,,
"MOBIITI:StopPlace:77481",,"Creyssensac - Cimetière",,,45.076859,0.666565,,,1,,,2,,
"MOBIITI:StopPlace:77361",,"Rte des Privats2",,,45.122059,0.649280,,,1,,,2,,
"MOBIITI:StopPlace:77482",,"Sorges - Ecole Place COOP",,,45.308556,0.875013,,,1,,,2,,
"MOBIITI:StopPlace:77240",,"Les Falots",,,45.163841,0.726528,,,1,,,2,,
"MOBIITI:StopPlace:77480",,"Creyssensac - Les Graves",,,45.084057,0.650246,,,1,,,2,,
"MOBIITI:StopPlace:77368",,"Residence la Morine",,,45.118702,0.641282,,,1,,,2,,
"MOBIITI:StopPlace:77489",,"Sorges - Bujadelles",,,45.270107,0.873759,,,1,,,2,,
"MOBIITI:StopPlace:77246",,"Chantelot",,,45.166027,0.734479,,,1,,,2,,
"MOBIITI:StopPlace:77125",,"Paumarélie",,,45.203590,0.778375,,,1,,,1,,
"MOBIITI:StopPlace:77369",,"Le Cerf de Memie",,,45.146454,0.639605,,,1,,,2,,
"MOBIITI:StopPlace:77245",,"Le Lac Blanc",,,45.152401,0.727845,,,1,,,2,,
"MOBIITI:StopPlace:77124",,"Jaunour",,,45.180656,0.796190,,,1,,,1,,
"MOBIITI:StopPlace:77366",,"Coupe-Gorge",,,45.106697,0.626969,,,1,,,2,,
"MOBIITI:StopPlace:77248",,"Duverger",,,45.158550,0.730690,,,1,,,2,,
"MOBIITI:StopPlace:77127",,"Les Maravals",,,45.208450,0.787370,,,1,,,2,,
"MOBIITI:StopPlace:77367",,"Le Lac Rouge",,,45.141647,0.634982,,,1,,,2,,
"MOBIITI:StopPlace:77247",,"Les Hauts de Pommier",,,45.163143,0.734760,,,1,,,2,,
"MOBIITI:StopPlace:77126",,"Les Pinots",,,45.206612,0.776916,,,1,,,1,,
"MOBIITI:StopPlace:77364",,"Volvey",,,45.110493,0.638759,,,1,,,2,,
"MOBIITI:StopPlace:77242",,"Guillaume Apollinaire",,,45.143490,0.736070,,,1,,,2,,
"MOBIITI:StopPlace:77121",,"Bauchaud",,,45.175880,0.786915,,,1,,,2,,
"MOBIITI:StopPlace:77365",,"Maison Jeannette",,,45.115089,0.637714,,,1,,,2,,
"MOBIITI:StopPlace:77241",,"Atur Bourg",,,45.140209,0.747905,,,1,,,2,,
"MOBIITI:StopPlace:77120",,"Combe Neuve",,,45.172722,0.788178,,,1,,,2,,
"MOBIITI:StopPlace:77123",,"Lescure",,,45.172916,0.773865,,,1,,,1,,
"MOBIITI:StopPlace:77362",,"Rte des Privats1",,,45.122116,0.646935,,,1,,,2,,
"MOBIITI:StopPlace:77244",,"La Turcade",,,45.169537,0.733610,,,1,,,2,,
"MOBIITI:StopPlace:77363",,"Coursac Ecole",,,45.125355,0.640585,,,1,,,2,,
"MOBIITI:StopPlace:77243",,"Les Pins",,,45.172794,0.732405,,,1,,,2,,
"MOBIITI:StopPlace:77122",,"Campus de la Formation",,,45.181580,0.778034,,,1,,,0,,
"MOBIITI:StopPlace:77129",,"Gabriel Péri",,,45.209770,0.792045,,,1,,,2,,
"MOBIITI:StopPlace:77249",,"Pommier",,,45.156734,0.729155,,,1,,,2,,
"MOBIITI:StopPlace:77128",,"La Berthonie",,,45.212605,0.791937,,,1,,,2,,
"MOBIITI:StopPlace:77372",,"Ecole Maternelle",,,45.185970,0.633892,,,1,,,2,,
"MOBIITI:StopPlace:77493",,"Vergt - Collège",,,45.024284,0.711971,,,1,,,2,,
"MOBIITI:StopPlace:77251",,"Puycorbeau",,,45.146584,0.729595,,,1,,,2,,
"MOBIITI:StopPlace:77130",,"Cavillac",,,45.203411,0.787151,,,1,,,2,,
"MOBIITI:StopPlace:77490",,"Saint Laurent des Bâtons - la Rousique",,,44.970123,0.722867,,,1,,,2,,
"MOBIITI:StopPlace:77250",,"F. René Chateaubriand",,,45.141804,0.744225,,,1,,,2,,
"MOBIITI:StopPlace:77491",,"Fouleix - le bourg",,,44.985020,0.680660,,,1,,,2,,
"MOBIITI:StopPlace:77257",,"Jules Verne",,,45.190372,0.694620,,,1,,,1,,
"MOBIITI:StopPlace:77136",,"Badinter",,,45.183983,0.717181,,,1,,,2,,
"MOBIITI:StopPlace:77379",,"LEP Gour de l'Arche",,,45.199905,0.675413,,,1,,,2,,
"MOBIITI:StopPlace:77135",,"Maréchal Juin",,,45.185207,0.711595,,,1,,,2,,
"MOBIITI:StopPlace:77256",,"Pont de la Cité",,,45.185055,0.699766,,,1,,,0,,
"MOBIITI:StopPlace:77017",,"Taillefer",,,45.183613,0.718428,,,1,,,1,,
"MOBIITI:StopPlace:77138",,"Trélissac Barberousse",,,45.198196,0.740436,,,1,,,2,,
"MOBIITI:StopPlace:77259",,"Imprimerie du Timbre",,,45.181534,0.769754,,,1,,,2,,
"MOBIITI:StopPlace:77377",,"Langlade",,,45.178509,0.602288,,,1,,,2,,
"MOBIITI:StopPlace:77498",,"Saint Amand de Vergt - Place de la Mairie",,,44.988373,0.697855,,,1,,,2,,
"MOBIITI:StopPlace:77258",,"Mounet Sully",,,45.193832,0.691523,,,1,,,1,,
"MOBIITI:StopPlace:77137",,"P+r Chancelade",,,45.199272,0.664762,,,1,,,2,,
"MOBIITI:StopPlace:77378",,"Lachenal",,,45.171684,0.583536,,,1,,,2,,
"MOBIITI:StopPlace:77499",,"Saint Laurent des Bâtons - Le Bourg",,,44.959305,0.735667,,,1,,,2,,
"MOBIITI:StopPlace:77253",,"Charles Durand",,,45.179585,0.715664,,,1,,,2,,
"MOBIITI:StopPlace:77375",,"Escoire - Ecole",,,45.209888,0.845470,,,1,,,2,,
"MOBIITI:StopPlace:77132",,"Le Libournet",,,45.198635,0.787156,,,1,,,2,,
"MOBIITI:StopPlace:77496",,"Saint Michel de Villadeix - Pradignac",,,45.008564,0.739050,,,1,,,2,,
"MOBIITI:StopPlace:77252",,"Héliodore",,,45.145351,0.746190,,,1,,,2,,
"MOBIITI:StopPlace:77131",,"Verte Prairie",,,45.200935,0.788607,,,1,,,2,,
"MOBIITI:StopPlace:77376",,"Albert Claveille",,,45.189346,0.713494,,,1,,,2,,
"MOBIITI:StopPlace:77497",,"Veyrines de Vergt - La Croix",,,44.990013,0.764078,,,1,,,2,,
"MOBIITI:StopPlace:77255",,"Campniac",,,45.176643,0.713326,,,1,,,2,,
"MOBIITI:StopPlace:77373",,"Ecole Primaire",,,45.182438,0.653504,,,1,,,2,,
"MOBIITI:StopPlace:77134",,"Les Gourdoux",,,45.215038,0.786426,,,1,,,2,,
"MOBIITI:StopPlace:77494",,"Saint Michel de Villadeix - Le Cannebal",,,44.989960,0.746439,,,1,,,2,,
"MOBIITI:StopPlace:77254",,"Courbet",,,45.181465,0.707108,,,1,,,2,,
"MOBIITI:StopPlace:77374",,"Antonne - Ecole",,,45.211960,0.830500,,,1,,,2,,
"MOBIITI:StopPlace:77133",,"Trélissac Jean Jaurès",,,45.205757,0.786328,,,1,,,2,,
"MOBIITI:StopPlace:77495",,"Saint Michel de Villadeix - Salle des Fêtes",,,44.986515,0.722368,,,1,,,2,,
"MOBIITI:StopPlace:77019",,"Les Reynats",,,45.202862,0.668091,,,1,,,2,,
"MOBIITI:StopPlace:77018",,"Pont de la Beauronne",,,45.199532,0.675961,,,1,,,2,,
"MOBIITI:StopPlace:77139",,"PEM",,,45.186573,0.706916,"",,1,,,1,,
"MOBIITI:StopPlace:77460",,"Le Charretier",,,45.239433,0.783319,,,1,,,2,,
"MOBIITI:StopPlace:77103",,"Lavoisier",,,45.180931,0.743143,,,1,,,2,,
"MOBIITI:StopPlace:77224",,"Arthur Rimbaud",,,45.172871,0.762220,,,1,,,1,,
"MOBIITI:StopPlace:77467",,"Ecole Yves Péron",,,45.183750,0.784131,,,1,,,2,,
"MOBIITI:StopPlace:77346",,"Sanet",,,45.258141,0.751730,,,1,,,2,,
"MOBIITI:StopPlace:77102",,"Espace Nelson Mandela",,,45.181618,0.758947,,,1,,,2,,
"MOBIITI:StopPlace:77347",,"Bosquely",,,45.269348,0.721429,,,1,,,2,,
"MOBIITI:StopPlace:77468",,"Eglise neuve de vergt- salle des fêtes",,,45.082710,0.733000,,,1,,,2,,
"MOBIITI:StopPlace:77223",,"La Filolie",,,45.170948,0.763303,,,1,,,1,,
"MOBIITI:StopPlace:77105",,"St-Georges",,,45.177429,0.730316,,,1,,,2,,
"MOBIITI:StopPlace:77344",,"Le Timbre",,,45.257298,0.733375,,,1,,,2,,
"MOBIITI:StopPlace:77226",,"Stèle de Lesparat",,,45.180779,0.759093,,,1,,,0,,
"MOBIITI:StopPlace:77465",,"La Douze - Versannes bourg",,,45.089935,0.856025,,,1,,,2,,
"MOBIITI:StopPlace:77104",,"Gay Lussac",,,45.180569,0.741105,,,1,,,2,,
"MOBIITI:StopPlace:77345",,"Saleuil",,,45.253597,0.741139,,,1,,,2,,
"MOBIITI:StopPlace:77225",,"Bonnabeau",,,45.176567,0.760955,,,1,,,1,,
"MOBIITI:StopPlace:77466",,"La Douze bourg",,,45.061245,0.863392,,,1,,,2,,
"MOBIITI:StopPlace:77342",,"Agonac Ecoles primaire et maternelle",,,45.294041,0.752519,,,1,,,2,,
"MOBIITI:StopPlace:77220",,"Beauronne",,,45.224579,0.670765,,,1,,,2,,
"MOBIITI:StopPlace:77343",,"Lannerie",,,45.262104,0.728424,,,1,,,2,,
"MOBIITI:StopPlace:77464",,"Lacropte - Trou de l'escalier",,,45.040520,0.864522,,,1,,,2,,
"MOBIITI:StopPlace:77101",,"Les Mondis",,,45.179180,0.750067,,,1,,,2,,
"MOBIITI:StopPlace:77340",,"Jean Clédat",,,45.182564,0.731886,,,1,,,2,,
"MOBIITI:StopPlace:77222",,"Boulazac les Brandes",,,45.168476,0.759747,,,1,,,1,,
"MOBIITI:StopPlace:77461",,"Rue du 8 Mai (49)",,,45.184925,0.633185,,,1,,,2,,
"MOBIITI:StopPlace:77100",,"Gaston Monmousseau",,,45.179111,0.757020,,,1,,,2,,
"MOBIITI:StopPlace:77341",,"Petit Sanet",,,45.250744,0.760545,,,1,,,2,,
"MOBIITI:StopPlace:77221",,"Les Grands Chênes",,,45.166672,0.755514,,,1,,,2,,
"MOBIITI:StopPlace:77107",,"Les Châtaigniers",,,45.172611,0.742591,,,1,,,2,,
"MOBIITI:StopPlace:77228",,"Therme Blanc",,,45.144047,0.724011,,,1,,,2,,
"MOBIITI:StopPlace:77106",,"Montplaisir",,,45.175938,0.740201,,,1,,,2,,
"MOBIITI:StopPlace:77227",,"Notre-Dame de Sanilhac Poste",,,45.121628,0.715639,,,1,,,1,,
"MOBIITI:StopPlace:77109",,"Olympe de Gouges",,,45.174149,0.741396,,,1,,,0,,
"MOBIITI:StopPlace:77348",,"Le Lyonnet",,,45.251579,0.744359,,,1,,,2,,
"MOBIITI:StopPlace:77469",,"Chalagnac Ecole",,,45.092369,0.677559,,,1,,,2,,
"MOBIITI:StopPlace:77108",,"Beauregard",,,45.168903,0.749666,,,1,,,2,,
"MOBIITI:StopPlace:77349",,"Le Cluzeau",,,45.246944,0.733035,,,1,,,2,,
"MOBIITI:StopPlace:77229",,"19 mars 1962",,,45.119656,0.719485,,,1,,,2,,
"MOBIITI:StopPlace:77470",,"Saint Paul de Serre Ecole",,,45.086708,0.633011,,,1,,,2,,
"MOBIITI:StopPlace:77350",,"Trelissac Ecole Maurilloux",,,45.190762,0.747176,,,1,,,2,,
"MOBIITI:StopPlace:77471",,"Saint Paul de Serre - atelier municipal",,,45.080723,0.635683,,,1,,,2,,
"MOBIITI:StopPlace:2839",,"PÉRIGUEUX - Centre des communications",,"",45.179897,0.724762,"",,1,,,0,,
"MOBIITI:StopPlace:77357",,"Pagot",,,45.179565,0.691830,,,1,,,2,,
"MOBIITI:StopPlace:77478",,"Chalagnac - Les Chanteloubes",,,45.072357,0.683097,,,1,,,2,,
"MOBIITI:StopPlace:77114",,"ESAT OSEA",,,45.205536,0.827388,,,1,,,2,,
"MOBIITI:StopPlace:77235",,"Prompsault",,,45.173210,0.726706,,,1,,,1,,
"MOBIITI:StopPlace:77113",,"Rte du Pont",,,45.193047,0.781551,,,1,,,1,,
"MOBIITI:StopPlace:77358",,"Ecole Eugene Leroy",,,45.192226,0.691313,,,1,,,2,,
"MOBIITI:StopPlace:77479",,"Vergt-Fauchérias",,,45.067413,0.691297,,,1,,,2,,
"MOBIITI:StopPlace:77234",,"Notre-Dame de Sanilhac Mairie",,,45.175621,0.726013,,,1,,,2,,
"MOBIITI:StopPlace:77355",,"Ste Marie de Chignac Ecole",,,45.130939,0.827347,,,1,,,2,,
"MOBIITI:StopPlace:77476",,"Creyssensac - La Landière",,,45.071896,0.681537,,,1,,,2,,
"MOBIITI:StopPlace:77237",,"Les Jargues",,,45.156811,0.723102,,,1,,,2,,
"MOBIITI:StopPlace:77116",,"Rte de Jaunour",,,45.181999,0.790190,,,1,,,1,,
"MOBIITI:StopPlace:77356",,"Saint Laurent sur Manoire Ecole",,,45.148987,0.793104,,,1,,,2,,
"MOBIITI:StopPlace:77477",,"Saint Paul de Serre - Eglise",,,45.088448,0.633746,,,1,,,2,,
"MOBIITI:StopPlace:77236",,"Grégaudie",,,45.159435,0.724258,,,1,,,2,,
"MOBIITI:StopPlace:77110",,"Pey Harry",,,45.170475,0.745502,,,1,,,2,,
"MOBIITI:StopPlace:77353",,"Eyliac Ecole",,,45.161190,0.859129,,,1,,,2,,
"MOBIITI:StopPlace:77474",,"Chalagnac - Courbe",,,45.094753,0.660742,,,1,,,2,,
"MOBIITI:StopPlace:77231",,"St-Pierre ès Liens",,,45.133987,0.725269,,,1,,,2,,
"MOBIITI:StopPlace:77354",,"Milhac d'Auberoche - Ecole Maternelle",,,45.110809,0.916789,,,1,,,2,,
"MOBIITI:StopPlace:77475",,"Creyssensac - Fauchérias",,,45.066868,0.691302,,,1,,,2,,
"MOBIITI:StopPlace:77230",,"La Guillaumie",,,45.130150,0.722240,,,1,,,2,,
"MOBIITI:StopPlace:77112",,"Boisserie",,,45.167671,0.753010,,,1,,,2,,
"MOBIITI:StopPlace:77351",,"Cornille Bourg",,,45.250824,0.784679,,,1,,,2,,
"MOBIITI:StopPlace:77472",,"Creyssensac - Bourg",,,45.082363,0.661043,,,1,,,2,,
"MOBIITI:StopPlace:77233",,"La Blancherie",,,45.125229,0.727043,,,1,,,2,,
"MOBIITI:StopPlace:77111",,"Gare St-Georges",,,45.178051,0.733774,,,1,,,2,,
"MOBIITI:StopPlace:77352",,"Saint Antoine d'Auberoche - ancienne Ecole",,,45.141712,0.943088,,,1,,,2,,
"MOBIITI:StopPlace:77473",,"Chalagnac - Le Boutet",,,45.095074,0.665765,,,1,,,2,,
"MOBIITI:StopPlace:77232",,"Joseph Kessel",,,45.120842,0.720838,,,1,,,2,,
"MOBIITI:StopPlace:77118",,"Yves Péron",,,45.171391,0.774818,,,1,,,2,,
"MOBIITI:StopPlace:77239",,"Dian",,,45.168808,0.725771,,,1,,,2,,
"MOBIITI:StopPlace:77238",,"Sansonnet",,,45.150021,0.723013,,,1,,,2,,
"MOBIITI:StopPlace:77117",,"Alice Milliat",,,45.182941,0.782842,,,1,,,2,,
"MOBIITI:StopPlace:77359",,"Rue Bleriot",,,45.186539,0.691980,,,1,,,2,,
"MOBIITI:StopPlace:77119",,"Rte de Combe Neuve",,,45.172314,0.781420,,,1,,,2,,
"MOBIITI:StopPlace:77040",,"Pont de la Beauronne LEP",,,45.199268,0.676742,,,1,,,2,,
"MOBIITI:StopPlace:77282",,"Stade Pareau",,,45.175335,0.690447,,,1,,,2,,
"MOBIITI:StopPlace:77161",,"Rte de Payenché",,,45.183838,0.637490,,,1,,,1,,
"MOBIITI:StopPlace:77281",,"Pagot",,,45.177795,0.692415,,,1,,,1,,
"MOBIITI:StopPlace:77160",,"Marsac commerces",,,45.184769,0.660883,"",,1,,,2,,
"MOBIITI:StopPlace:68201",,"LR PERIGUEUX-Bibliothèque municip",,,45.188648,0.722938,"",,1,,,0,,
"MOBIITI:StopPlace:77163",,"Collège Jean Moulin",,,45.192654,0.687756,,,1,,,1,,
"MOBIITI:StopPlace:77042",,"Pont des Barris",,,45.184612,0.725246,,,1,,,1,,
"MOBIITI:StopPlace:77284",,"Les Frères Marty",,,45.185036,0.696555,,,1,,,2,,
"MOBIITI:StopPlace:77162",,"Le Sault du Chevalier",,,45.187492,0.670163,,,1,,,2,,
"MOBIITI:StopPlace:77283",,"Sarrazi",,"",45.164211,0.682913,"",,1,,,2,,
"MOBIITI:StopPlace:77280",,"Maréchal Lyautey",,,45.182793,0.695634,,,1,,,2,,
"MOBIITI:StopPlace:77048",,"La Feuilleraie",,,45.189789,0.764098,,,1,,,0,,
"MOBIITI:StopPlace:77169",,"Imp. des Brandes",,,45.176060,0.647394,,,1,,,2,,
"MOBIITI:StopPlace:77289",,"Les Brandeaux",,,45.137936,0.637871,,,1,,,2,,
"MOBIITI:StopPlace:77168",,"Payenché",,,45.174465,0.642753,,,1,,,2,,
"MOBIITI:StopPlace:77049",,"Les Mounards",,,45.188786,0.756188,,,1,,,1,,
"MOBIITI:StopPlace:77044",,"Cancale",,,45.188778,0.731098,,,1,,,2,,
"MOBIITI:StopPlace:77286",,"St-Augutre",,,45.183022,0.680283,"",,1,,,2,,
"MOBIITI:StopPlace:77165",,"Les Mondines",,,45.177956,0.660425,,,1,,,2,,
"MOBIITI:StopPlace:78134",,"La Monzie",,,45.206669,0.698247,"",,1,,,2,,
"MOBIITI:StopPlace:77043",,"Michel Grandou",,,45.190647,0.739451,,,1,,,2,,
"MOBIITI:StopPlace:77285",,"Paul Doumer",,,45.186508,0.694688,,,1,,,2,,
"MOBIITI:StopPlace:77164",,"Les Courtes",,,45.175194,0.659306,,,1,,,2,,
"MOBIITI:StopPlace:77046",,"Médiathèque",,,45.190292,0.742528,,,1,,,2,,
"MOBIITI:StopPlace:77288",,"Barbette",,,45.178783,0.685572,,,1,,,2,,
"MOBIITI:StopPlace:77167",,"Le Péladier",,,45.170200,0.655886,,,1,,,2,,
"MOBIITI:StopPlace:77045",,"L'Arsault",,,45.190327,0.735268,,,1,,,2,,
"MOBIITI:StopPlace:77287",,"Jules Vallès",,,45.181599,0.682324,,,1,,,2,,
"MOBIITI:StopPlace:77166",,"La Bouzonnie",,,45.172909,0.653445,,,1,,,2,,
"MOBIITI:StopPlace:77051",,"Les Maurilloux Écoles",,,45.189880,0.746144,,,1,,,2,,
"MOBIITI:StopPlace:77172",,"Rte des Brandes",,,45.180511,0.641902,,,1,,,2,,
"MOBIITI:StopPlace:77293",,"Razac Bourg",,,45.164089,0.602064,,,1,,,2,,
"MOBIITI:StopPlace:68552",,"LR BOULAZAC-ISLE-MANOIRE-ZI(1)",,"",45.183887,0.778959,"",,1,,,0,,
"MOBIITI:StopPlace:77171",,"La Forêt",,,45.175644,0.644673,,,1,,,2,,
"MOBIITI:StopPlace:77292",,"Halte Razac",,,45.165852,0.599665,"",,1,,,1,,
"MOBIITI:StopPlace:77053",,"Sainte Cécile",,,45.183990,0.718940,,,1,,,1,,
"MOBIITI:StopPlace:77295",,"Coursac Bourg",,,45.128574,0.639295,,,1,,,2,,
"MOBIITI:StopPlace:77174",,"Chem. des Bruyères",,,45.177479,0.649630,,,1,,,2,,
"MOBIITI:StopPlace:77294",,"Relais TV",,,45.120811,0.639847,,,1,,,2,,
"MOBIITI:StopPlace:77173",,"Fonturlure",,,45.179848,0.646173,,,1,,,2,,
"MOBIITI:StopPlace:77291",,"Font de Meaux",,,45.121529,0.644027,,,1,,,2,,
"MOBIITI:StopPlace:77170",,"1er mai",,,45.175510,0.645843,,,1,,,2,,
"MOBIITI:StopPlace:77290",,"Privats",,,45.121376,0.655244,,,1,,,2,,
"MOBIITI:StopPlace:77058",,"Hoche",,,45.181187,0.722096,,,1,,,1,,
"MOBIITI:StopPlace:77179",,"P+r Meriller",,,45.192833,0.683673,,,1,,,1,,
"MOBIITI:StopPlace:77297",,"Les Meynichoux",,,45.120075,0.658922,"",,1,,,2,,
"MOBIITI:StopPlace:77176",,"Clair Séjour",,,45.187061,0.630583,,,1,,,2,,
"MOBIITI:StopPlace:77175",,"La Cave",,,45.183548,0.628953,,,1,,,1,,
"MOBIITI:StopPlace:77296",,"Razac Salle Polyvalente",,,45.161007,0.605820,,,1,,,2,,
"MOBIITI:StopPlace:77057",,"P+r Charriéras",,,45.204090,0.802876,,,1,,,1,,
"MOBIITI:StopPlace:77299",,"Marguerite Éberentz",,,45.200886,0.712907,,,1,,,2,,
"MOBIITI:StopPlace:77178",,"Les Écoles",,,45.187660,0.634758,,,1,,,2,,
"MOBIITI:StopPlace:77298",,"Gilbert Privat",,,45.201530,0.714455,,,1,,,2,,
"MOBIITI:StopPlace:68550",,"LR BASSILLAC-Mairie (2)",,"",45.191776,0.814154,"",,1,,,0,,
"MOBIITI:StopPlace:77177",,"Rue du 8 mai",,,45.185234,0.627974,,,1,,,2,,
"MOBIITI:StopPlace:77260",,"Parking Campus",,,45.178806,0.774132,,,1,,,1,,
"MOBIITI:StopPlace:77382",,"Gravelle",,,45.172829,0.591369,,,1,,,2,,
"MOBIITI:StopPlace:77383",,"Place Francheville",,,45.182358,0.717965,,,1,,,2,,
"MOBIITI:StopPlace:77020",,"Parc des Expositions",,,45.200760,0.670437,,,1,,,1,,
"MOBIITI:StopPlace:77141",,"P+r Aquacap",,,45.204319,0.743989,,,1,,,1,,
"MOBIITI:StopPlace:77262",,"Halte ferroviaire Boulazac",,,45.171844,0.773019,,,1,,,1,,
"MOBIITI:StopPlace:77380",,"Jay de Beaufort",,,45.183712,0.712058,,,1,,,2,,
"MOBIITI:StopPlace:77140",,"P+r Trélissac les Romains",,,45.196388,0.736679,,,1,,,0,,
"MOBIITI:StopPlace:77261",,"Firmin Bouvier",,,45.177975,0.767787,,,1,,,2,,
"MOBIITI:StopPlace:77381",,"PlaceTourny",,,45.186760,0.723684,,,1,,,2,,
"MOBIITI:StopPlace:77026",,"Chancelade Écoles",,,45.204300,0.666788,,,1,,,1,,
"MOBIITI:StopPlace:77268",,"Clos-Chassaing",,,45.190388,0.715365,,,1,,,2,,
"MOBIITI:StopPlace:77147",,"Francheville-cinéma",,,45.181934,0.718575,,,1,,,2,,
"MOBIITI:StopPlace:77025",,"ZAE Marsac",,,45.192921,0.661129,,,1,,,0,,
"MOBIITI:StopPlace:77267",,"Le Petit Maine",,,45.199718,0.716929,,,1,,,1,,
"MOBIITI:StopPlace:77146",,"Église de la Cité",,,45.181801,0.713865,,,1,,,2,,
"MOBIITI:StopPlace:77028",,"Tourny Pompidou",,,45.187561,0.721850,,,1,,,2,,
"MOBIITI:StopPlace:77149",,"Mériller",,,45.192947,0.684543,,,1,,,1,,
"MOBIITI:StopPlace:77388",,"La Douze - Fon Ladouze",,,45.064373,0.857848,,,1,,,2,,
"MOBIITI:StopPlace:77027",,"Cimetière de l'Ouest",,,45.190399,0.708290,,,1,,,2,,
"MOBIITI:StopPlace:77148",,"Marival",,,45.185799,0.664486,,,1,,,1,,
"MOBIITI:StopPlace:77389",,"La Douze - La Bouchardie",,,45.070835,0.854703,,,1,,,2,,
"MOBIITI:StopPlace:77022",,"Rd-Pt Jean Jaurès",,,45.197392,0.661201,,,1,,,2,,
"MOBIITI:StopPlace:77264",,"Pl. Eugène Le Roy",,,45.195099,0.892725,,,1,,,2,,
"MOBIITI:StopPlace:77386",,"Les Moulineaux",,,45.173683,0.611163,,,1,,,2,,
"MOBIITI:StopPlace:77143",,"Privilège",,,45.199558,0.694636,,,1,,,2,,
"MOBIITI:StopPlace:77021",,"Gour de l'Arche Poste",,,45.196739,0.677455,"",,1,,,0,,
"MOBIITI:StopPlace:77387",,"La Douze - Les Versannes Gare",,,45.088951,0.857663,,,1,,,2,,
"MOBIITI:StopPlace:77263",,"La Roquette",,,45.188282,0.850618,,,1,,,2,,
"MOBIITI:StopPlace:77024",,"Les Fleurs",,,45.202515,0.663940,,,1,,,0,,
"MOBIITI:StopPlace:77145",,"Les Izards",,,45.189457,0.696834,,,1,,,1,,
"MOBIITI:StopPlace:77266",,"Restaurant Universitaire",,,45.194832,0.713338,,,1,,,2,,
"MOBIITI:StopPlace:77384",,"Place Bugeaud",,,45.184010,0.718959,,,1,,,2,,
"MOBIITI:StopPlace:77023",,"Av. Jean Jaurès",,,45.199055,0.662071,,,1,,,0,,
"MOBIITI:StopPlace:77385",,"La Roche Beaulieu",,,45.194050,0.620060,,,1,,,2,,
"MOBIITI:StopPlace:77144",,"Francis Rongieras",,,45.192726,0.698286,,,1,,,2,,
"MOBIITI:StopPlace:77029",,"Gare SNCF",,,45.187008,0.708650,,,1,,,1,,
"MOBIITI:StopPlace:77271",,"Dojo Départemental",,,45.170673,0.689047,"",,1,,,1,,
"MOBIITI:StopPlace:77393",,"La Douze - Mas Bouchard",,,45.048759,0.868881,,,1,,,2,,
"MOBIITI:StopPlace:77150",,"Fromarsac",,,45.184170,0.627400,,,1,,,2,,
"MOBIITI:StopPlace:77270",,"Lycée Agricole",,,45.174732,0.696664,,,1,,,1,,
"MOBIITI:StopPlace:77394",,"La Douze - Ecole",,,45.063709,0.866880,,,1,,,2,,
"MOBIITI:StopPlace:77273",,"Les 4 Routes",,,45.163570,0.685921,,,1,,,2,,
"MOBIITI:StopPlace:77391",,"La Douze - Les Petites Fayes",,,45.082813,0.835172,,,1,,,2,,
"MOBIITI:StopPlace:77152",,"Benoit Frachon",,,45.181530,0.771408,,,1,,,2,,
